[ 남양주진건지구S-1BL공동주택건설공사 ],,,,,,,,,,,,,,,,
품      명,규      격,단위,내     역     서,,,,,,,,,비  고,,,,
철강설,"철근, 작업설부산물",TON,-2,"253,000","-466,785",-,-,-,-,"253,000","-466,785",,,,,
[ 합           계 ],,,,,"-466,785",,-,,-,,"-466,785",,,,,
010701  가  설  공  사,,,,,,,,,,,,,,,,
수평규준틀,,M,28,"1,100","30,800","1,650","46,200",-,-,"2,750","77,000",,,,,
건축물 현장정리,,M2,12,-,-,"2,200","26,400",-,-,"2,200","26,400",,,,,
먹메김 (주택용),,M2,12,-,-,"3,300","39,600",-,-,"3,300","39,600",,,,,
준공청소비,,M2,12,205,"2,460","1,641","19,692",205,"2,460","2,051","24,612",,,,,
이동식 강관조립 말비계,H=2M 1단 3개월,대,2,"22,000","44,000","22,000","44,000",-,-,"44,000","88,000",,,,,
강관비계매기(브라켓) (3개월),,M2,676,"6,600","4,461,600","7,700","5,205,200",-,-,"14,300","9,666,800",,,,,
강관비계다리,(30M미만 3개월 디딤판면적),M2,29,"11,000","319,000","16,500","478,500",-,-,"27,500","797,500",,,,,
강관동바리 손료,"H=3.5M이하, 일반 1개월",M2,24,"1,100","26,400","1,650","39,600",-,-,"2,750","66,000",,,,,
강관동바리 손료,"H=3.6M이상~ 3.8M이하, 일반 1개월",M2,,"1,100",-,"1,650",-,-,-,"2,750",-,,,,,
건축물보양 - 콘크리트,살수,M2,33,-,-,550,"18,150",-,-,550,"18,150",,,,,
"건축물보양 - 석재,타일",하드롱지,M2,11,731,"8,041",522,"5,742",-,-,"1,253","13,783",,,,,
건축물보양 - 기타부분,목재,M2,,731,-,313,-,-,-,"1,044",-,,,,,
[ 합           계 ],,,,,"4,892,301",,"5,923,084",,"2,460",,"10,817,845",,,,,
010702  토 및 지정공사,,,,,,,,,,,,,,,,
콘크리트파일(서울),"콘크리트파일, PHC A형, Φ500*8000mm",본,8,"312,320","2,498,560",-,-,-,-,"312,320","2,498,560",,,,,
파일(터미널)캡,Ø500 PVC,개,4,"1,896","7,584","1,532","6,128","1,836","7,344","5,264","21,056",,,,,
시멘트,,TON,2,"85,200","196,300",-,-,-,-,"85,200","196,300",,,,,
잔토처리,,M3,18,"1,045","18,810","1,254","22,572","1,881","33,858","4,180","75,240",,,,,
파일항타(SIP+케이싱),Φ500*16000mm,본,4,"132,192","528,768","49,572","198,288","148,716","594,864","330,480","1,321,920",,,,,
콘크리트말뚝 두부정리(원커팅),D500mm,본,4,"13,800","55,200","5,175","20,700","15,525","62,100","34,500","138,000",,,,,
터파기(기계8:2),보통토사.백호80%+인력20%,M3,,-,-,"1,320",-,"1,650",-,"2,970",-,,,,,
되메우고 다지기(백호우+램머),토사,M3,,-,-,"1,100",-,"2,750",-,"3,850",-,,,,,
현장내운반 토사,"50m,백호0.7M3+덤프8톤",M3,,-,-,-,-,"1,650",-,"1,650",-,,,,,
[ 합           계 ],,,,,"3,305,222",,"247,688",,"698,166",,"4,251,076",,,,,
010703  철근콘크리트공사,,,,,,,,,,,,,,,,
철근콘크리트용봉강,"철근콘크리트용봉강, 이형봉강(SD500), HD-10, 지정장소도",톤,3,"816,250","2,754,843",-,-,-,-,"816,250","2,754,843",,,,,
철근콘크리트용봉강,"철근콘크리트용봉강, 이형봉강(SD500), HD-13, 지정장소도",톤,1,"803,750","1,196,783",-,-,-,-,"803,750","1,196,783",,,,,
철근콘크리트용봉강,"철근콘크리트용봉강, 이형봉강(SD600), HD-16, 지정장소도",톤,2,"822,500","1,813,612",-,-,-,-,"822,500","1,813,612",,,,,
철근콘크리트용봉강,"철근콘크리트용봉강, 이형봉강(SD600), HD-19, 지정장소도",톤,1,"822,500","546,962",-,-,-,-,"822,500","546,962",,,,,
레미콘,"레미콘, 서울 및 경기 일부지역, 25-18-08",M3,3,"60,950","182,850",-,-,-,-,"60,950","182,850",,,,,
레미콘,"레미콘, 서울 및 경기 일부지역, 25-21-15",M3,129,"68,904","8,888,616",-,-,-,-,"68,904","8,888,616",,,,,
레미콘,"레미콘, 서울 및 경기 일부지역, 25-05-08",M3,,"58,800",-,-,-,-,-,"58,800",-,,,,,
레미콘,"레미콘, 서울 및 경기 일부지역, 25-18-15",M3,,"62,560",-,-,-,-,-,"62,560",-,,,,,
레미콘,"레미콘, 서울 및 경기 일부지역, 25-24-15",M3,,"10,500",-,"27,720",-,-,-,"38,220",-,,,,,
합판 거푸집 설치 및 해체,"3회 사용시, 0~7m까지",M2,204,"11,000","2,244,000","29,040","5,924,160","2,200","448,800","42,240","8,616,960",,,,,
합판 거푸집 설치 및 해체,"4회 사용시, 0~7m까지",M2,34,"10,500","357,000","27,720","942,480",-,-,"38,220","1,299,480",,,,,
합판 거푸집 설치 및 해체 / 원형,"3회 사용시, 0~7m까지",M2,15,"10,500","157,500","30,240","453,600",-,-,"40,740","611,100",,,,,
유로폼 설치 및 해체,"벽, 0~7m까지",M2,293,"10,500","3,076,500","30,240","8,860,320",-,-,"40,740","11,936,820",,,,,
철근 공장 가공 및 현장 조립,보통(미할증),TON,8,"33,000","247,764","253,000","1,899,524","71,500","536,822","357,500","2,684,110",,,,,
무근콘크리트타설,슬럼프8-12,M3,2,-,-,"5,775","11,550","4,620","9,240","10,395","20,790",,,,,
무근콘크리트타설,슬럼프 5,M3,,-,-,"5,775",-,"4,620",-,"10,395",-,,,,,
철근콘크리트타설,슬럼프 15,M3,127,-,-,"5,775","733,425","4,620","586,740","10,395","1,320,165",,,,,
철근콘크리트타설,슬럼프 15,M3,,-,-,"5,775",-,"4,620",-,"10,395",-,,,,,
면접기,,M,,-,-,"1,100",-,-,-,"1,100",-,,,,,
섬유보강재,,M3,,"4,180",-,"1,100",-,-,-,"5,280",-,,,,,
[ 합           계 ],,,,,"21,466,430",,"18,825,059",,"1,581,602",,"41,873,091",,,,,
010703-1  철  골  공  사,,,,,,,,,,,,,,,,
H빔,"H빔, SS400, 582*300*12.0*17.0mm",TON,10,"920,260","8,845,539",-,-,-,-,"920,260","8,845,539",,,,,
H빔,"H빔, SS400, 200*100*5.5*8.0mm",TON,-,"920,260",-,-,-,-,-,"920,260",-,,,,,
H빔,"H빔, SS400, 294*200*8*12mm",TON,-,"992,640",-,-,-,-,-,"992,640",-,,,,,
원형강관,D318.5*9T,TON,1,"992,640","721,649",-,-,-,-,"992,640","721,649",,,,,
일반구조용압연강판,"일반구조용압연강판, 12mm",TON,1,"992,640","896,353","2,585,000","2,334,255","206,800","186,740","3,784,440","3,417,348",,,,,
일반구조용압연강판,"일반구조용압연강판, 20mm",TON,0,"992,640","202,498","2,274,800","464,059","124,080","25,312","3,391,520","691,869",,,,,
일반구조용압연강판,"일반구조용압연강판, 9.0mm",TON,,"992,640",-,"2,585,000",-,"206,800",-,"3,784,440",-,,,,,
일반구조용압연강판,"일반구조용압연강판, 13mm",TON,,"992,640",-,"2,585,000",-,"206,800",-,"3,784,440",-,,,,,
앵커볼트,"앵커볼트, M20*600mm",개,42,"5,480","230,160",-,-,-,-,"5,480","230,160",,,,,
고장력볼트,"고장력볼트, F10T, M20*50mm",조,140,672,"94,080",-,-,-,-,672,"94,080",,,,,
고장력볼트,"고장력볼트, F10T, M24*85mm",조,181,"1,240","224,440",-,-,-,-,"1,240","224,440",,,,,
트럭크레인(15톤),소규모 - 일 처리능력 10톤,일,1,-,-,-,-,"723,800","723,800","723,800","723,800",,,,,
앵커볼트 설치,D=20mm (L=600),개소,40,-,-,"6,204","248,160","1,034","41,360","7,238","289,520",,,,,
철골가공조립,"ROLL, 30ton 미만",TON,11,-,-,"496,320","5,303,179",-,-,"496,320","5,303,179",,,,,
고장력볼트 본조입,20본/t 미만,TON,11,-,-,"53,768","574,511",-,-,"53,768","574,511",,,,,
철골세우기,저층,TON,11,-,-,"449,790","4,806,006",-,-,"449,790","4,806,006",,,,,
기둥밑무수축고름모르타르,무수축그라우트,M3,0,"827,200","45,496","3,619,000","199,045",-,-,"4,446,200","244,541",,,,,
녹막이페인트칠(뿜칠),"철재면, 2회(뿜칠)",M2,487,"25,850","12,588,950","25,850","12,588,950","4,136","2,014,232","55,836","27,192,132",,,,,
[ 합           계 ],,,,,"23,849,165",,"26,518,165",,"2,991,444",,"53,358,774",,,,,
010704  조  적  공  사,,,,,,,,,,,,,,,,
콘크리트벽돌,"190*57*90mm, C종2급",매,"1,587",49,"77,763",-,-,-,-,49,"77,763",,,,,
시멘트벽돌(0.5B 쌓기),1층 소운반,M2,20,-,-,"11,755","235,100",-,-,"11,755","235,100",,,,,
시멘트벽돌(1.0B 쌓기),1층 소운반,M2,,-,-,"23,512",-,-,-,"23,512",-,,,,,
철근콘크리트인방,100*100,M,1,"5,225","5,225","3,135","3,135",-,-,"8,360","8,360",,,,,
철근콘크리트인방,200*200,M,,"10,450",-,"3,135",-,-,-,"13,585",-,,,,,
콘크리트방수턱,100*100,M,,"2,200",-,"2,200",-,-,-,"4,400",-,,,,,
콘크리트방수턱,200*100,M,,"3,300",-,"3,300",-,-,-,"6,600",-,,,,,
[ 합           계 ],,,,,"82,988",,"238,235",,-,,"321,223",,,,,
010705  석    공    사,,,,,,,,,,,,,,,,
화강석 A(28)/외벽,"물갈기,30mm",M2,130,"33,247","4,322,110",-,-,"3,069","398,970","36,316","4,721,080",,,,,
화강석 A(28)/두겁석(경비실),T:30 W=280,M,72,"13,810","994,320","16,500","1,188,000","3,069","220,968","33,379","2,403,288",,,,,
"테라죠판붙임(습식, 일반)","바닥, 400*400*25mm, 모르타르 25mm",M2,7,"12,270","85,890","14,404","100,828",533,"3,731","27,207","190,449",,,,,
석재벽체시공비(t=30mm),"벽,건식(스텐앙카,코킹포함)",M2,130,"10,230","1,329,900","31,201","4,056,130","2,557","332,410","43,988","5,718,440",,,,,
"화강석 창대석(습식, 물갈기)/경비실","195*25mm, 모르타르 30mm",M,1,"13,810","13,810","16,500","16,500","3,069","3,069","33,379","33,379",,,,,
화강석 A,"고흥석 물갈기, 30mm",M2,,"33,247",-,-,-,"3,069",-,"36,316",-,,,,,
화강석 A,"고흥석 물갈기, 50mm",M2,,"46,546",-,-,-,"3,069",-,"49,615",-,,,,,
화강석 D,"포천석 물갈기, 30mm",M2,,"24,552",-,-,-,"3,069",-,"27,621",-,,,,,
화강석 D/두겁석(경비실),"고흥석 물갈기, T:50 W=300",M,,"13,810",-,"16,500",-,"3,069",-,"33,379",-,,,,,
화강석 D/두겁석(경비실),"포천석 물갈기, T:50 W=300",M,,"9,718",-,"16,500",-,"3,069",-,"29,287",-,,,,,
화강석 바닥판깔기(시공비),바탕30,M2,,-,-,"20,971",-,"1,534",-,"22,505",-,,,,,
"테라죠판붙임(습식, 일반)","바닥, T25mm, 모르타르 75mm",M2,,"12,270",-,"14,404",-,533,-,"27,207",-,,,,,
석재벽체시공비,"벽/TRUSS,코킹포함",M2,,"34,782",-,"59,845",-,"4,603",-,"99,230",-,,,,,
화강석/외벽,"600*300 or 600*600,30mm",M2,,"27,918",-,-,-,-,-,"27,918",-,,,,,
[ 합           계 ],,,,,"6,746,030",,"5,361,458",,"959,148",,"13,066,636",,,,,
010706  타  일  공  사,,,,,,,,,,,,,,,,
도기질타일,"시유, 250*400mm",M2,18,"9,900","178,200",-,-,-,-,"9,900","178,200",,,,,
자기질타일,"시유, 200*200*7mm",M2,,"8,800",-,-,-,-,-,"8,800",-,,,,,
자기질타일/화장실,,M2,4,"8,800","35,200",-,-,-,-,"8,800","35,200",,,,,
타일떠붙임(12mm),"벽,200*250",M2,,-,-,"15,675",-,-,-,"15,675",-,,,,,
타일떠붙임(18mm),"벽,200*250",M2,,-,-,"15,675",-,-,-,"15,675",-,,,,,
타일압착붙임,"바닥, 200*200",M2,,-,-,"14,630",-,-,-,"14,630",-,,,,,
타일떠붙임(18mm),"벽,400*250",M2,18,-,-,"15,675","282,150",-,-,"15,675","282,150",,,,,
바닥타일붙이기,바탕몰탈68+압착5,M2,4,-,-,"14,630","58,520",-,-,"14,630","58,520",,,,,
[ 합           계 ],,,,,"213,400",,"340,670",,-,,"554,070",,,,,
010707  방  수  공  사,,,,,,,,,,,,,,,,
지수판설치,"PVC, H200*5t",M,15,"3,850","57,750","5,500","82,500",-,-,"9,350","140,250",,,,,
우레탄도막방수,"바닥, 비노출 3MM",M2,173,"12,825","2,218,725","4,275","739,575",712,"123,176","17,812","3,081,476",,,,,
우레탄도막방수,"바닥, 비노출 2MM",M2,4,"10,500","42,000","4,275","17,100",712,"2,848","15,487","61,948",,,,,
우레탄도막방수,"벽, 비노출 3MM",M2,7,"12,825","89,775","4,987","34,909",712,"4,984","18,524","129,668",,,,,
우레탄도막방수,"바닥, 노출 (T=3MM)",M2,,"24,225",-,"5,700",-,712,-,"30,637",-,,,,,
우레탄도막방수,"벽 , 노출 (T=2MM)",M2,,"24,225",-,"6,412",-,712,-,"31,349",-,,,,,
고무아스팔트,"바닥 3mm, 비노출(드레인주위, 바닥+조적벽체)",M2,,"7,315",-,"3,135",-,522,-,"10,972",-,,,,,
논타르 우레탄코너방수,H=300,M,8,"4,500","36,000",750,"6,000",-,-,"5,250","42,000",,,,,
논타르 우레탄코너방수,W=200,M,4,"3,000","12,000",750,"3,000",-,-,"3,750","15,000",,,,,
수밀코킹(실리콘),"삼각, 5mm이하,타일코너",M,10,320,"3,200",426,"4,260",-,-,746,"7,460",,,,,
수밀코킹(우레탄),"10mm×10mm, 창호주위",M,92,533,"49,036",533,"49,036",-,-,"1,066","98,072",,,,,
시멘트 액체방수,"바닥, 1종",M2,9,522,"4,698","3,135","28,215",522,"4,698","4,179","37,611",,,,,
시멘트 액체방수,"벽, 2종",M2,28,313,"8,764","2,926","81,928",522,"14,616","3,761","105,308",,,,,
보호모르타르 / 벽,"콘크리트면, 18mm",M2,21,-,-,"3,657","76,797",-,-,"3,657","76,797",,,,,
보호모르타르 / 바닥,"콘크리트면, 24mm",M2,9,-,-,"3,135","28,215",-,-,"3,135","28,215",,,,,
방습필름설치,"바닥, 0.05mm, 2겹",M2,,"1,045",-,522,-,-,-,"1,567",-,,,,,
[ 합           계 ],,,,,"2,521,948",,"1,151,535",,"150,322",,"3,823,805",,,,,
010708  지붕및홈통공사,,,,,,,,,,,,,,,,
빗물받이불록,410*510*940,EA,2,"16,500","33,000",-,-,-,-,"16,500","33,000",,,,,
스테인레스 선홈통 설치,"D-100,T:1.5mm",M,12,"11,383","136,596","4,063","48,756",806,"9,672","16,252","195,024",,,,,
스텐상자홈통설치,250*250*250*1.5t,EA,2,"28,232","56,464","10,082","20,164","2,016","4,032","40,330","80,660",,,,,
루프드레인/ 주철제,D100mm(수직형),개소,2,"25,260","50,520","9,015","18,030","1,798","3,596","36,073","72,146",,,,,
[ 합           계 ],,,,,"276,580",,"86,950",,"17,300",,"380,830",,,,,
010709  금  속  공  사,,,,,,,,,,,,,,,,
일반구조용각형강관,"일반구조용각형강관, 각형강관, 50*50*2.3mm",M,,"4,756",-,-,-,-,-,"4,756",-,,,,,
스테인리스사다리/PIT,"W:400, D38.1+22.3*2t H=1900",EA,,"75,181",-,"26,852",-,"5,365",-,"107,398",-,,,,,
스테인리스사다리/PIT,"W:400, D38.1+22.3*2t H=1750",EA,1,"75,181","75,181","26,852","26,852","5,365","5,365","107,398","107,398",,,,,
스틸점검구뚜껑,"강판, 600*600*3.2t",개,1,"82,078","82,078","29,313","29,313","5,861","5,861","117,252","117,252",,,,,
집수정 그레이팅,"아연GT, 1000*1000. I-50*5*3",개,,"85,268",-,"62,287",-,"12,448",-,"160,003",-,,,,,
스틸점검구뚜껑,"강판, 1000*800*3.2t",개,,"82,078",-,"29,313",-,"5,861",-,"117,252",-,,,,,
경량철골천정틀,"M-BAR,H:1M미만,인서트유",M2,7,"5,066","35,462","5,480","38,360",-,-,"10,546","73,822",,,,,
욕실천정틀,천정틀+PVC판넬+몰딩+점검구포함,M2,4,"13,959","55,836","9,306","37,224",-,-,"23,265","93,060",,,,,
각파이프판넬설치/경비실문주,"외벽,틀포함 ㅁ-100*45@145 AL.PIPE/불소수지",M2,53,"77,000","4,081,000","55,000","2,915,000","22,000","1,166,000","154,000","8,162,000",,,,,
각파이프판넬설치/경비실문주,"천정,틀포함 ㅁ-100*45@145 AL.PIPE/불소수지",M2,162,"77,000","12,474,000","55,000","8,910,000","22,000","3,564,000","154,000","24,948,000",,,,,
철재커텐박스(ㄱ자형),"120*120*1.2t, STL(도장 유)",M,8,"10,340","82,720","10,340","82,720",-,-,"20,680","165,440",,,,,
문주마감용트러스설치,ㅁ-50*50*2.3T/재료별도1502.484M,개소,,-,-,"18,095,000",-,-,-,"18,095,000",-,,,,,
"문주 벽체 구조틀 제작설치/마감,자재별도","L6200*W(500~1320)*H6400,ㅁ-100*100",개소,,"1,400,000",-,"600,000",-,"40,000",-,"2,040,000",-,,,,,
"문주 지붕 구조틀 제작설치/마감,자재별도","L29800*W6200*H(500~1320),ㅁ-100*100",개소,,"16,500,000",-,"8,250,000",-,"4,950,000",-,"29,700,000",-,,,,,
AL몰딩설(W형),"칼라, 15*15*15*15*1.0mm",M,3,723,"2,169",517,"1,551",-,-,"1,240","3,720",,,,,
AL. SHEET 판넬설치/도장 C,"단열재별도,틀별도/문주",M2,,"45,599",-,"16,285",-,"3,257",-,"65,141",-,,,,,
AL. SHEET 캐노피A설치/경비실1,ㄱ-L:2495+2485*W:695*H:200불소수지,EA,,"591,758",-,"211,338",-,"42,258",-,"845,354",-,,,,,
AL. SHEET 캐노피B설치/경비실1,L:1200*W:535*H:200불소수지,EA,,"125,475",-,"44,812",-,"8,954",-,"179,241",-,,,,,
AL. SHEET 판넬설치,평판 T=3 불소수지,M2,,"91,198",-,"32,571",-,"6,514",-,"130,283",-,,,,,
[ 합           계 ],,,,,"16,888,446",,"12,041,020",,"4,741,226",,"33,670,692",,,,,
010710  미  장  공  사,,,,,,,,,,,,,,,,
모르타르 바름,"내벽, 6mm(초벌)",M2,1,-,-,"3,657","3,657",-,-,"3,657","3,657",,,,,
모르타르 바름,"내벽, 15mm",M2,5,-,-,"6,270","31,350",-,-,"6,270","31,350",,,,,
쇠흙손마감,,M2,4,-,-,"3,135","12,540",-,-,"3,135","12,540",,,,,
기계쇠흙손마감,POWER TROWEL,M2,173,-,-,"2,090","361,570",-,-,"2,090","361,570",,,,,
콘크리트면 정리,벽,M2,242,-,-,"2,970","718,740",-,-,"2,970","718,740",,,,,
시멘트모르터 충전,창호주위,M,17,-,-,"1,045","17,765",-,-,"1,045","17,765",,,,,
걸레받이비드 설치,"AL, H=10mm",M,2,731,"1,462","1,881","3,762",-,-,"2,612","5,224",,,,,
창문틀 주위 충전,발포우레탄 충전,M,22,-,-,"1,045","22,990",-,-,"1,045","22,990",,,,,
[ 합           계 ],,,,,"1,462",,"1,172,374",,-,,"1,173,836",,,,,
010711  창호 및 유리공사,,,,,,,,,,,,,,,,
알루미늄 방충망,"불소수지, 미서기(후레임 포함)",M2,1,"21,736","21,736","10,032","10,032","1,672","1,672","33,440","33,440",,,,,
알루미늄 방충망,"불소수지, 프로젝트(후레임 포함)",M2,1,"21,736","21,736","10,032","10,032","1,672","1,672","33,440","33,440",,,,,
유리문,"유리문, 12*1000*2100mm, 손보호,투명,세이프",개,,"255,750",-,-,-,-,-,"255,750",-,,,,,
피벗힌지,"피벗힌지, 65kg이하, K1100",조,1,"3,465","3,465",-,-,-,-,"3,465","3,465",,,,,
플로어힌지,"플로어힌지, KS3호, 105kg, 강화유리문(K-8300)",조,,"34,650",-,-,-,-,-,"34,650",-,,,,,
도어핸들,"도어핸들, LEVER 3300 황동, (주거용-침실)",조,,"11,880",-,-,-,-,-,"11,880",-,,,,,
도어핸들,"도어핸들, LEVER 황동, (주거용-욕실)",조,,"11,880",-,-,-,-,-,"11,880",-,,,,,
도어핸들,"도어핸들, LEVER 황동, (복지관용)",조,,"11,165",-,-,-,-,-,"11,165",-,,,,,
도어핸들,"도어핸들, KNOB 9000 스텐, (현관, 방화문)",조,1,"7,425","7,425",-,-,-,-,"7,425","7,425",,,,,
"ACW_01/100mm불소수지,F",11.100 x 5.305 = 58.885,EA,1,"2,667,467","2,667,467","1,231,114","1,231,114","205,133","205,133","4,103,714","4,103,714",,,,,
"SD_01/F1.6t도장,D0.6t/EGI",0.700 x 2.085 = 1.459,EA,1,"129,269","129,269","46,168","46,168","9,233","9,233","184,670","184,670",,,,,
유리주위코킹,"5*5, 실리콘, 복층유리",M,827,122,"100,894",143,"118,261",-,-,265,"219,155",,,,,
유리주위코킹,"5*5, 실리콘, 복층유리",M,,122,-,143,-,-,-,265,-,,,,,
"AW_06X06/211. 경비실-1(문주)/100mm불소수지,P",0.600 x 0.600 = 0.360,EA,,"80,883",-,"37,306",-,"6,270",-,"124,459",-,,,,,
"AW_09X12/211. 경비실-1(문주)/100mm불소수지,F+P",0.900 x 1.200 = 1.080,EA,,"148,808",-,"68,656",-,"11,390",-,"228,854",-,,,,,
"AW_36.8X12/211. 경비실-1(문주)/100mm불소수지,F+S",3.680 x 1.200 = 4.416,EA,,"413,402",-,"190,817",-,"31,768",-,"635,987",-,,,,,
SSD_10X21/211. 경비실-1(문주)/100mm스텐레스후레임,1.000 x 2.100 = 2.100,EA,,"228,544",-,"81,623",-,"16,316",-,"326,483",-,,,,,
"WD_09X21/211. 경비실-1(문주)/F:래핑,D:래핑",0.900 x 2.100 = 1.890,EA,,"128,012",-,"54,862",-,-,-,"182,874",-,,,,,
"WD_7.5X21/211. 경비실-1(문주)/F:래핑,D:래핑",0.750 x 2.100 = 1.575,EA,,"120,697",-,"51,727",-,-,-,"172,424",-,,,,,
"AW_128X54/100mm불소수지,F",12.800 x 5.400 = 65.264,EA,,"6,079,920",-,"1,737,120",-,"868,560",-,"8,685,600",-,,,,,
"AW_28X54/100mm불소수지,F",2.800 x 5.400 = 15.120,EA,,"1,194,270",-,"341,220",-,"170,610",-,"1,706,100",-,,,,,
"WD_7.5X21/F:조합P,D:우레탄P",0.750 x 2.100 = 1.575,EA,,"102,366",-,"59,708",-,"8,525",-,"170,599",-,,,,,
목재창호문틀고임대,,EA,,731,-,313,-,-,-,"1,044",-,,,,,
문틀고정철물,"1.6*40*190,조적벽체",EA,,365,-,156,-,-,-,521,-,,,,,
도아록설치,"강재문, 재료비 별도",개소,1,-,-,"2,585","2,585",-,-,"2,585","2,585",,,,,
투명유리 / 일반유리,18mm(공동주택에 적용),M2,59,"18,679","1,102,061","3,938","232,342",-,-,"22,617","1,334,403",,,,,
플로어힌지설치,재료비 별도,개소,,-,-,"5,170",-,-,-,"5,170",-,,,,,
로이유리 / 일반유리,22mm(공동주택에 적용),M2,,"29,819",-,"3,938",-,-,-,"33,757",-,,,,,
방습거울설치 - 합판 12mm+STS 1.5mm,"5mm, 틀 포함 560*800= 0.448",EA,1,"116,591","116,591",-,-,-,-,"116,591","116,591",,,,,
백페인트 글라스(A) 설치,"5mm,백페인트 글라스 포함",M2,,"39,809",-,"14,217",-,"2,843",-,"56,869",-,,,,,
알림판설치/1270*1600,"5mm,백페인트 글라스 틀 포함",EA,,"1,320,000",-,"110,000",-,-,-,"1,430,000",-,,,,,
[ 합           계 ],,,,,"4,170,644",,"1,650,534",,"217,710",,"6,038,888",,,,,
010712  도  장  공  사,,,,,,,,,,,,,,,,
녹막이페인트칠(뿜칠),"철재면, 1회(뿜칠)",M2,185,"2,585","478,225","4,653","860,805",-,-,"7,238","1,339,030",,,,,
조합페인트칠,철재면 2회(뿜칠),M2,1,640,640,"1,493","1,493",-,-,"2,133","2,133",,,,,
불소수지페인트칠,철재면 2회(뿜칠),M2,11,"2,585","28,435","4,653","51,183",-,-,"7,238","79,618",,,,,
조합페인트칠,목재면(내부용),M2,,640,-,"1,493",-,-,-,"2,133",-,,,,,
수성페인트(로울러칠),내벽 2회. 1급,M2,9,479,"4,311",693,"6,237",-,-,"1,172","10,548",,,,,
수성페인트(로울러칠),외벽 2회. 1급,M2,237,640,"151,680","1,920","455,040",-,-,"2,560","606,720",,,,,
걸레받이용 페인트칠,"모르타르면, 2회(붓칠)",M2,1,426,426,"5,335","5,335",-,-,"5,761","5,761",,,,,
방부제 칠(크레오소트),목재 거친면 1회,M2,,"3,201",-,"1,067",-,-,-,"4,268",-,,,,,
우레탄페인트,목재면3회,M2,,"1,600",-,"1,280",-,-,-,"2,880",-,,,,,
[ 합           계 ],,,,,"663,717",,"1,380,093",,-,,"2,043,810",,,,,
010713  수  장  공  사,,,,,,,,,,,,,,,,
치장석고시멘트판,"불연천장재, 9.5T",M2,7,"6,721","47,047","2,068","14,476",-,-,"8,789","61,523",,,,,
단열재붙이기(벽),비드법2종3호 80mm,M2,42,"8,008","336,336","2,688","112,896",-,-,"10,696","449,232",,,,,
단열재타설부착(천정),"비드법2종2호,135mm",M2,16,"13,013","208,208","2,200","35,200",-,-,"15,213","243,408",,,,,
단열재붙이기(벽),비드법2종2호 120mm,M2,,"12,012",-,"2,688",-,-,-,"14,700",-,,,,,
단열재타설부착(천정),"비드법2종2호,130mm",M2,,"13,013",-,"2,200",-,-,-,"15,213",-,,,,,
단열재바닥깔기,"비드법2종1호,100mm",M2,,"12,100",-,"1,654",-,-,-,"13,754",-,,,,,
단열재타설부착(천정),"비드법2종1호,80mm",M2,,"9,680",-,"2,200",-,-,-,"11,880",-,,,,,
단열재타설부착(천정),"비드법2종1호,135mm",M2,,"16,335",-,"2,200",-,-,-,"18,535",-,,,,,
재료분리대(스테인레스),20*40*1.2,M,1,"7,217","7,217","2,574","2,574",506,506,"10,297","10,297",,,,,
[ 합           계 ],,,,,"598,808",,"165,146",,506,,"764,460",,,,,
010714  부  대  공  사,,,,,,,,,,,,,,,,
쇄석깔기/문주,"100T,지붕",M2,173,"7,860","1,359,780","3,930","679,890",-,-,"11,790","2,039,670",,,,,
[ 합           계 ],,,,,"1,359,780",,"679,890",,-,,"2,039,670",,,,,
010715  골    재    비,,,,,,,,,,,,,,,,
모래,,M3,3,"16,800","50,400",-,-,-,-,"16,800","50,400",,,,,
시멘트,40KG,포,44,"4,500","198,000",-,-,-,-,"4,500","198,000",,,,,
타일시멘트,"압착용,25KG",포,1,"5,700","5,700",-,-,-,-,"5,700","5,700",,,,,
타일시멘트,"줄눈용,25KG",포,1,"5,700","5,700",-,-,-,-,"5,700","5,700",,,,,
[ 합           계 ],,,,,"259,800",,-,,-,,"259,800",,,,,
010716  운    반    비,,,,,,,,,,,,,,,,
운반비(트레일러20톤+크레인10톤),철골 L:30km,TON,,-,-,-,-,"33,000",-,"33,000",-,,,,,
운반비(트레일러20톤),철근 L:20km,TON,9,-,-,-,-,"18,000","169,182","18,000","169,182",,,,,
시멘트운반,"L:20km, 덤프8톤",포,44,-,-,-,-,500,"22,000",500,"22,000",,,,,
모래운반비,"L:20km, 덤프8톤",M3,3,-,-,-,-,"8,000","24,000","8,000","24,000",,,,,
[ 합           계 ],,,,,-,,-,,"215,182",,"215,182",,,,,
010717  작 업 부 산 물,,,,,,,,,,,,,,,,
철강설,"철근, 작업설부산물",TON,0,"253,000","-62,238",-,-,-,-,"253,000","-62,238",,,,,
철강설,"철골, 작업설부산물",TON,-1,"258,500","-137,522",-,-,-,-,"258,500","-137,522",,,,,
[ 합           계 ],,,,,"-199,760",,-,,-,,"-199,760",,,,,
010801  가  설  공  사,,,,,,,,,,,,,,,,
수평규준틀,,M,29,"1,100","31,900","1,650","47,850",-,-,"2,750","79,750",,,,,
건축물 현장정리,,M2,12,-,-,"2,200","26,400",-,-,"2,200","26,400",,,,,
먹메김 (주택용),,M2,12,-,-,"3,300","39,600",-,-,"3,300","39,600",,,,,
준공청소비,,M2,12,205,"2,460","1,641","19,692",205,"2,460","2,051","24,612",,,,,
